catalogItemId,brand,category,field,extractedValue,confidence,evidenceSpan,verdict,checkedBy,note
auradin-seed-c695c4af254e3e1d,에스쁘아,lip,texture,tint,0.9,립 틴트,,,
auradin-seed-55350174d12621a3,에스쁘아,lip,finish,glossy,0.8,글레이즈,,,
auradin-seed-55350174d12621a3,에스쁘아,lip,texture,tint,0.9,립 틴트,,,
auradin-seed-f8997ef7c46cf0d6,에스쁘아,lip,finish,glossy,0.8,글레이즈,,,
auradin-seed-f8997ef7c46cf0d6,에스쁘아,lip,texture,tint,0.9,립틴트,,,
auradin-seed-2b042a85ef80e294,에스쁘아,lip,finish,glossy,0.8,글레이즈,,,
auradin-seed-2b042a85ef80e294,에스쁘아,lip,texture,tint,0.9,립틴트,,,
auradin-seed-478511f29d274384,에스쁘아,shadow,texture,palette,1.0,팔레트,,,
auradin-seed-08db837e44672bc6,에스쁘아,shadow,texture,palette,0.9,팔레트,,,
auradin-seed-095ea6d0a2186711,에스쁘아,shadow,texture,stick,0.9,스틱,,,
auradin-seed-89eaa4aec421464b,에스쁘아,shadow,texture,palette,0.9,팔레트,,,
auradin-seed-7fe5be52f3a7a3f1,웨이크메이크,brow,texture,pencil,0.8,슬림 브로우,,,
auradin-seed-141dcfccb5e17203,웨이크메이크,brow,texture,mascara,0.8,브로우카라,,,
auradin-seed-9e88fcfd5a218142,웨이크메이크,brow,texture,pencil,0.9,브로우 펜슬,,,
auradin-seed-9e88fcfd5a218142,웨이크메이크,brow,undertone,neutral,0.7,내추럴,,,
auradin-seed-fe8a5c2375bf67ec,웨이크메이크,brow,texture,powder,0.9,파우더,,,
auradin-seed-847e61b2de8ab9b1,웨이크메이크,cheek,texture,powder,0.7,블러,,,
auradin-seed-48f0cca12c1d666e,웨이크메이크,cheek,finish,sheer,0.9,쉬어,,,
auradin-seed-ccf8c379fbce1162,웨이크메이크,cheek,finish,sheer,0.9,쉬어,,,
auradin-seed-ccf8c379fbce1162,웨이크메이크,cheek,texture,liquid,0.9,리퀴드,,,
auradin-seed-f6eea1886ae38598,웨이크메이크,cheek,texture,powder,0.8,블러셔,,,
auradin-seed-e759c32a02b55cee,웨이크메이크,cheek,finish,sheer,0.9,쉬어,,,
auradin-seed-e759c32a02b55cee,웨이크메이크,cheek,texture,powder,0.8,블러셔,,,
auradin-seed-95857cfb97ddeb52,웨이크메이크,cheek,finish,sheer,0.9,쉬어,,,
auradin-seed-95857cfb97ddeb52,웨이크메이크,cheek,texture,powder,0.8,블러셔,,,
auradin-seed-9c4a422078fbbd6e,웨이크메이크,liner,texture,liner,0.9,아이라이너,,,
auradin-seed-9c22e35deb775bea,웨이크메이크,liner,texture,liner,0.9,라이너,,,
auradin-seed-d287286110ff7507,웨이크메이크,liner,texture,liner,0.9,라이너,,,
auradin-seed-3d45baa87614cc53,웨이크메이크,lip,texture,tint,0.9,틴트,,,
auradin-seed-84854ff7009d56a6,웨이크메이크,lip,finish,sheer,0.7,블러링,,,
auradin-seed-84854ff7009d56a6,웨이크메이크,lip,texture,tint,0.9,틴트,,,
auradin-seed-ed4a028eb5f8bae9,웨이크메이크,lip,colorFamily,red,0.7,R,,,
auradin-seed-ed4a028eb5f8bae9,웨이크메이크,lip,finish,glossy,0.8,글로우,,,
auradin-seed-ed4a028eb5f8bae9,웨이크메이크,lip,texture,tint,0.9,틴트,,,
auradin-seed-ce6d1de1abbd25d0,웨이크메이크,lip,finish,velvet,0.7,블러,,,
auradin-seed-ce6d1de1abbd25d0,웨이크메이크,lip,texture,tint,0.9,틴트,,,
auradin-seed-ef5e201dadab2227,웨이크메이크,lip,texture,tint,0.9,틴트,,,
auradin-seed-ef5e201dadab2227,웨이크메이크,lip,undertone,cool,0.7,콜드,,,
auradin-seed-d3575fe504ad8e1e,웨이크메이크,lip,finish,glossy,0.8,글로우,,,
auradin-seed-d3575fe504ad8e1e,웨이크메이크,lip,texture,gel,0.9,젤,,,
auradin-seed-d647f3b425519e80,웨이크메이크,shadow,finish,sheer,0.7,소프트 블러링,,,
auradin-seed-d647f3b425519e80,웨이크메이크,shadow,texture,palette,0.9,아이팔레트,,,
auradin-seed-f34d0026fa63eb14,정샘물 뷰티,brow,texture,powder,0.8,쉐이더,,,
auradin-seed-a8adbb47058c4124,정샘물 뷰티,brow,texture,powder,0.8,포마드,,,
auradin-seed-4e046389f14ab9a2,정샘물 뷰티,brow,texture,mascara,0.8,브러쉬,,,
auradin-seed-e8fda38c9b61847a,정샘물 뷰티,cheek,texture,cushion,0.9,쿠션,,,
auradin-seed-6b30d38690f44d15,정샘물 뷰티,cheek,texture,cushion,0.9,쿠션,,,
auradin-seed-eb13172525821833,정샘물 뷰티,cheek,texture,cushion,0.9,쿠션 블러쉬,,,
auradin-seed-a33507083165dcdc,정샘물 뷰티,cheek,texture,cream,0.9,크림 블러쉬,,,
auradin-seed-362728cdca6376cc,정샘물 뷰티,liner,texture,pencil,0.9,아이 펜슬,,,
auradin-seed-c01db4982b59c105,정샘물 뷰티,liner,colorFamily,black,0.7,콜,,,
auradin-seed-c01db4982b59c105,정샘물 뷰티,liner,texture,liner,0.9,라이너,,,
auradin-seed-8960b77e264529e3,정샘물 뷰티,liner,colorFamily,brown,0.7,브로우,,,
auradin-seed-8960b77e264529e3,정샘물 뷰티,liner,texture,pencil,0.9,펜슬,,,
auradin-seed-bd334799b2ea48c1,정샘물 뷰티,lip,finish,matte,0.9,매트,,,
auradin-seed-bd334799b2ea48c1,정샘물 뷰티,lip,texture,lipstick,0.9,립스틱,,,
auradin-seed-58e8f5d5b11d7a62,정샘물 뷰티,lip,finish,sheer,0.8,시스루,,,
auradin-seed-58e8f5d5b11d7a62,정샘물 뷰티,lip,texture,tint,0.9,틴트,,,
auradin-seed-677292e5079c20c6,정샘물 뷰티,lip,finish,glossy,0.9,글로스,,,
auradin-seed-677292e5079c20c6,정샘물 뷰티,lip,texture,gloss,0.9,글로스,,,
auradin-seed-e88bad4c6c661abd,정샘물 뷰티,lip,finish,glossy,0.8,글로우,,,
auradin-seed-e88bad4c6c661abd,정샘물 뷰티,lip,texture,tint,1.0,틴트,,,
auradin-seed-204b461fc3bb3b33,정샘물 뷰티,lip,finish,glossy,0.8,샤인,,,
auradin-seed-204b461fc3bb3b33,정샘물 뷰티,lip,texture,lipstick,0.9,립스틱,,,
auradin-seed-d149d4230d78fdc5,정샘물 뷰티,lip,colorFamily,plum,0.7,라벤더슈가,,,
auradin-seed-d149d4230d78fdc5,정샘물 뷰티,lip,finish,glossy,0.8,글로이,,,
auradin-seed-d149d4230d78fdc5,정샘물 뷰티,lip,texture,tint,1.0,틴트,,,
auradin-seed-d149d4230d78fdc5,정샘물 뷰티,lip,undertone,cool,0.7,라벤더,,,
auradin-seed-b517dca0f2ec9930,정샘물 뷰티,lip,finish,glossy,0.8,글레이즈,,,
auradin-seed-b517dca0f2ec9930,정샘물 뷰티,lip,texture,lipstick,0.9,립스틱,,,
auradin-seed-7814e9e0178d6087,정샘물 뷰티,shadow,texture,palette,0.9,아이 팔레트,,,
auradin-seed-c2a3e35b5f2d83da,정샘물 뷰티,shadow,texture,powder,0.8,아이섀도우,,,
auradin-seed-29ece1bf7b0ae09d,정샘물 뷰티,shadow,texture,powder,0.8,아이섀도우,,,
auradin-seed-d3e4f49a7e2d51eb,컬러그램,brow,texture,pencil,0.9,브로우 펜슬,,,
auradin-seed-f0c6642f12cd0b21,컬러그램,brow,texture,powder,0.8,아이브로우 키트,,,
auradin-seed-7df5abd53161e999,컬러그램,brow,texture,pencil,0.9,브로우 펜슬,,,
auradin-seed-e60bd04e3ef895b0,컬러그램,brow,colorFamily,black,0.9,블랙아이라이너,,,
auradin-seed-e60bd04e3ef895b0,컬러그램,brow,texture,liner,0.9,라이너,,,
auradin-seed-e8c89d33652453ab,컬러그램,brow,texture,liner,0.9,라이너,,,
auradin-seed-d2d0bae10213dff5,컬러그램,brow,texture,stick,0.9,스틱,,,
auradin-seed-d2d0bae10213dff5,컬러그램,brow,undertone,warm,0.9,웜톤,,,
auradin-seed-62d8c30772026cbf,컬러그램,cheek,texture,powder,0.8,블러셔,,,
auradin-seed-ef4c675a14a75e1a,컬러그램,cheek,colorFamily,nude,0.7,베어,,,
auradin-seed-ef4c675a14a75e1a,컬러그램,cheek,texture,cushion,0.8,솜,,,
auradin-seed-2dc40d9670cd5d4d,컬러그램,cheek,colorFamily,peach,0.7,도란도화,,,
auradin-seed-2dc40d9670cd5d4d,컬러그램,cheek,texture,powder,0.8,솜 블러셔,,,
auradin-seed-ae38f06d82ae92a3,컬러그램,cheek,colorFamily,red,0.8,홍시그널,,,
auradin-seed-ae38f06d82ae92a3,컬러그램,cheek,texture,cushion,0.9,솜 블러셔,,,
auradin-seed-87b7663a3f42d520,컬러그램,cheek,colorFamily,peach,0.7,무화카롱,,,
auradin-seed-87b7663a3f42d520,컬러그램,cheek,texture,powder,0.8,블러셔,,,
auradin-seed-1fbcb01c5b215ba0,컬러그램,cheek,colorFamily,nude,0.7,꼬숩땅콩,,,
auradin-seed-1fbcb01c5b215ba0,컬러그램,cheek,texture,powder,0.8,블러셔,,,
auradin-seed-83d0fde1671c79e3,컬러그램,liner,texture,liner,0.9,라이너,,,
auradin-seed-6f7cdd646dd5d28f,컬러그램,liner,colorFamily,brown,0.7,음영,,,
auradin-seed-6f7cdd646dd5d28f,컬러그램,liner,texture,liner,1.0,라이너,,,
auradin-seed-0ccb07f79a0a6ffa,컬러그램,lip,finish,sheer,0.7,블러,,,
auradin-seed-0ccb07f79a0a6ffa,컬러그램,lip,texture,tint,0.9,틴트,,,
auradin-seed-b74177660a25452a,컬러그램,lip,finish,sheer,0.7,립밤,,,
auradin-seed-b74177660a25452a,컬러그램,lip,texture,balm,0.9,립밤,,,
auradin-seed-68a8e1e54bea35af,컬러그램,lip,finish,glossy,0.8,글레이즈,,,
auradin-seed-68a8e1e54bea35af,컬러그램,lip,texture,tint,0.9,틴트,,,
auradin-seed-eea9ead93440c922,컬러그램,lip,finish,sheer,0.7,블러,,,
auradin-seed-eea9ead93440c922,컬러그램,lip,texture,tint,0.8,틴토리,,,
auradin-seed-c78f94b3bb19964a,컬러그램,lip,finish,glossy,0.8,탱글광,,,
auradin-seed-c78f94b3bb19964a,컬러그램,lip,texture,tint,1.0,틴트,,,
auradin-seed-241384e5e3b9658e,컬러그램,lip,finish,glossy,0.9,글로스,,,
auradin-seed-241384e5e3b9658e,컬러그램,lip,texture,gloss,0.9,글로스,,,
auradin-seed-393fc0bca8df3b7e,컬러그램,lip,texture,tint,0.9,틴트,,,
auradin-seed-99f92e47c1ef4367,컬러그램,shadow,texture,powder,0.8,섀도우,,,
auradin-seed-63ca70cd61d4b14c,컬러그램,shadow,texture,palette,0.9,팔레트,,,
auradin-seed-2fd825cda1eb3146,컬러그램,shadow,texture,palette,0.9,팔레트,,,
auradin-seed-f0fdf29c9931c5dd,컬러그램,shadow,texture,palette,0.9,팔레트,,,
auradin-seed-09058bd59a2529fd,컬러그램,shadow,texture,stick,0.7,메이커,,,
auradin-seed-ea0b60608942d169,클리오,brow,texture,pencil,0.9,펜슬,,,
auradin-seed-ae2184b9f49b1970,클리오,brow,texture,powder,0.9,파우더,,,
auradin-seed-038fd70cae3d5224,클리오,brow,colorFamily,brown,0.8,애쉬,,,
auradin-seed-038fd70cae3d5224,클리오,brow,texture,mascara,0.9,브로우카라,,,
auradin-seed-038fd70cae3d5224,클리오,brow,undertone,cool,0.7,애쉬,,,
auradin-seed-b8c3a5e75d43fb06,클리오,brow,texture,pencil,0.8,펜,,,
auradin-seed-8a6a6d5bb871ca0d,클리오,brow,texture,pencil,0.9,펜슬,,,
auradin-seed-329028a14dab15af,클리오,brow,texture,pencil,0.9,브로우펜슬,,,
auradin-seed-16f24da9a3e869b5,클리오,cheek,finish,sheer,0.7,맑게 물든,,,
auradin-seed-12aaaf7c386734df,클리오,liner,texture,liner,0.9,라이너,,,
auradin-seed-bf9dd086dc77f55b,클리오,liner,texture,liner,0.9,펜슬 라이너,,,
auradin-seed-2c539066b5bf2bbb,클리오,liner,colorFamily,black,0.8,애쉬,,,
auradin-seed-2c539066b5bf2bbb,클리오,liner,texture,liner,1.0,라이너,,,
auradin-seed-2c539066b5bf2bbb,클리오,liner,undertone,cool,0.7,애쉬,,,
auradin-seed-dad6a0e9d0492bfd,클리오,liner,texture,pencil,0.9,펜슬 라이너,,,
auradin-seed-38fc8bd34e075cb6,클리오,liner,texture,liner,0.9,펜라이너,,,
auradin-seed-5d7ac076b39c25a7,클리오,liner,texture,liner,0.9,펜슬 라이너,,,
auradin-seed-e6f1353595c3a219,클리오,liner,colorFamily,black,0.8,애쉬,,,
auradin-seed-e6f1353595c3a219,클리오,liner,texture,liner,0.9,라이너,,,
auradin-seed-8f11a78729a385a4,클리오,lip,finish,glossy,0.8,글램,,,
auradin-seed-8f11a78729a385a4,클리오,lip,texture,balm,0.9,밤,,,
auradin-seed-aab51baea74c4240,클리오,lip,finish,glossy,0.9,글로스,,,
auradin-seed-aab51baea74c4240,클리오,lip,texture,tint,0.9,틴트,,,
auradin-seed-fb91bef26f6b7864,클리오,lip,texture,tint,0.9,틴트,,,
auradin-seed-d6c513dddc144d0d,클리오,lip,texture,balm,0.9,글램밤,,,
auradin-seed-b9baab0a14d1c93f,클리오,shadow,texture,stick,0.9,스틱,,,
auradin-seed-ce47210db51ad5a1,클리오,shadow,texture,powder,0.8,섀도우,,,
auradin-seed-bf7b6b4f1c4e7258,클리오,shadow,texture,palette,0.9,팔레트,,,
auradin-seed-e390b260c556ab99,클리오,shadow,texture,palette,0.9,팔레트,,,
auradin-seed-36ff8dd973593fef,클리오,shadow,texture,palette,0.9,팔레트,,,
auradin-seed-c7489c865736784c,클리오,shadow,colorFamily,brown,0.7,뮤트,,,
auradin-seed-c7489c865736784c,클리오,shadow,texture,palette,0.9,팔레트,,,
auradin-seed-cebc50e5ff0553dc,클리오,shadow,texture,palette,0.9,팔레트,,,
auradin-seed-8ed49c29d6f39635,클리오,shadow,texture,powder,0.8,섀도우,,,
auradin-seed-5b4c2d6159a67596,투쿨포스쿨,brow,colorFamily,brown,0.7,브로우,,,
auradin-seed-5b4c2d6159a67596,투쿨포스쿨,brow,texture,mascara,0.8,카라,,,
auradin-seed-edb0e5d2c04bc381,투쿨포스쿨,brow,texture,mascara,0.8,카라,,,
auradin-seed-a887dee5414bd2b8,투쿨포스쿨,brow,texture,pencil,0.9,펜슬,,,
auradin-seed-eb806663c803fe35,투쿨포스쿨,brow,texture,pencil,0.9,펜슬,,,
auradin-seed-3ac0a71d68f3cf81,투쿨포스쿨,brow,texture,pencil,0.9,펜슬,,,
auradin-seed-b5d380f82235eec2,투쿨포스쿨,cheek,finish,velvet,0.9,벨루어,,,
auradin-seed-b5d380f82235eec2,투쿨포스쿨,cheek,texture,pencil,0.9,펜슬,,,
auradin-seed-ee8487789c60ef30,투쿨포스쿨,cheek,texture,powder,0.8,블러셔,,,
auradin-seed-fecb1ca653c881f2,투쿨포스쿨,cheek,finish,velvet,0.8,벨루어,,,
auradin-seed-fecb1ca653c881f2,투쿨포스쿨,cheek,texture,pencil,0.9,펜슬,,,
auradin-seed-585edfd73cae7b62,투쿨포스쿨,liner,texture,liner,0.9,라이너,,,
auradin-seed-58795594beeda35e,투쿨포스쿨,liner,texture,liner,0.9,라이너,,,
auradin-seed-b97497ffb51df622,투쿨포스쿨,liner,texture,liner,0.9,라이너,,,
auradin-seed-2a9b06e317829dc2,투쿨포스쿨,liner,texture,liner,0.9,라이너,,,
auradin-seed-e65c5bb7100e9d18,투쿨포스쿨,liner,texture,liner,0.9,라이너,,,
auradin-seed-62fc4a094835c633,투쿨포스쿨,liner,texture,liner,0.9,라이너,,,
auradin-seed-1aff811544e0cea8,투쿨포스쿨,liner,texture,liner,0.9,라이너,,,
auradin-seed-a44bbadab534f629,투쿨포스쿨,liner,texture,liner,0.9,라이너,,,
auradin-seed-5582dde6b5512411,투쿨포스쿨,liner,texture,liner,0.9,라이너,,,
auradin-seed-c21482349484a86c,투쿨포스쿨,lip,finish,velvet,0.9,립 벨벳,,,
auradin-seed-c21482349484a86c,투쿨포스쿨,lip,texture,tint,0.9,틴트,,,
auradin-seed-7af6718710923048,투쿨포스쿨,lip,finish,velvet,0.9,립 벨벳,,,
auradin-seed-7af6718710923048,투쿨포스쿨,lip,texture,lipstick,0.8,립,,,
auradin-seed-6ca98f3a83c90d5d,투쿨포스쿨,lip,finish,sheer,0.7,블러리,,,
auradin-seed-6ca98f3a83c90d5d,투쿨포스쿨,lip,texture,tint,0.9,틴트,,,
auradin-seed-005e061c31b11bd3,투쿨포스쿨,lip,finish,sheer,0.7,베일,,,
auradin-seed-005e061c31b11bd3,투쿨포스쿨,lip,texture,tint,0.9,틴트,,,
auradin-seed-7cf5556c7adc0eb8,투쿨포스쿨,lip,finish,velvet,0.9,립 벨벳,,,
auradin-seed-7cf5556c7adc0eb8,투쿨포스쿨,lip,texture,tint,0.9,블러틴트,,,
auradin-seed-656c64754f296ed0,투쿨포스쿨,lip,texture,tint,0.9,틴트,,,
auradin-seed-bf756b27c5fa4b92,투쿨포스쿨,shadow,texture,pencil,0.9,펜슬,,,
auradin-seed-97e6a6b9d70ee236,투쿨포스쿨,shadow,colorFamily,pink,0.8,핑크,,,
auradin-seed-97e6a6b9d70ee236,투쿨포스쿨,shadow,texture,pencil,0.9,펜슬,,,
auradin-seed-6c60305525bb223a,투쿨포스쿨,shadow,colorFamily,pink,0.7,핑크,,,
auradin-seed-6c60305525bb223a,투쿨포스쿨,shadow,texture,pencil,0.9,펜슬,,,
auradin-seed-543647da90c10b10,투쿨포스쿨,shadow,colorFamily,pink,0.8,핑크,,,
auradin-seed-543647da90c10b10,투쿨포스쿨,shadow,finish,velvet,0.9,벨루어,,,
auradin-seed-543647da90c10b10,투쿨포스쿨,shadow,texture,pencil,1.0,펜슬,,,
auradin-seed-8fe293cc4d41e4e0,투쿨포스쿨,shadow,texture,palette,0.9,팔레트,,,
auradin-seed-0eb1c016fe33850e,투쿨포스쿨,shadow,finish,shimmer,0.9,글리터,,,
auradin-seed-b4372141ee1ca9f5,투쿨포스쿨,shadow,finish,shimmer,0.8,글리츠,,,
auradin-seed-a745810e519208a3,투쿨포스쿨,shadow,colorFamily,pink,0.8,핑크,,,
auradin-seed-a745810e519208a3,투쿨포스쿨,shadow,texture,palette,0.9,팔레트,,,
auradin-seed-e31ae31440569168,투쿨포스쿨,shadow,texture,palette,0.9,팔레트,,,
auradin-seed-5c9e1338d482e0f9,투쿨포스쿨,shadow,texture,pencil,0.9,펜슬,,,
auradin-seed-6002595d81646d13,페리페라,brow,texture,mascara,0.8,브로우 카라,,,
auradin-seed-53df4599d3cc62bc,페리페라,brow,texture,mascara,0.9,마스카라,,,
auradin-seed-225d7ea6ae4ef0e8,페리페라,brow,texture,pencil,0.8,스피디 스키니 브로우,,,
auradin-seed-1744496480a95d71,페리페라,brow,texture,mascara,0.9,마스카라,,,
auradin-seed-20caea8bdb68b9c4,페리페라,brow,texture,pencil,0.8,아이브로우,,,
auradin-seed-a7c71bf7cd0b5597,페리페라,brow,texture,mascara,0.9,마스카라,,,
auradin-seed-bd8d693750e1265c,페리페라,cheek,texture,tint,0.8,시럽피,,,
auradin-seed-75bbde428a391641,페리페라,cheek,finish,sheer,0.7,맑게 물든,,,
auradin-seed-8a4f219009b64998,페리페라,liner,colorFamily,black,0.7,펜슬 라이너,,,
auradin-seed-8a4f219009b64998,페리페라,liner,texture,pencil,0.9,펜슬 라이너,,,
auradin-seed-8e357eb432a6e75d,페리페라,liner,texture,liner,0.9,라이너,,,
auradin-seed-e6db5c241cb39de0,페리페라,liner,texture,liner,0.9,라이너,,,
auradin-seed-87d1119c0de34043,페리페라,liner,texture,liner,1.0,라이너,,,
auradin-seed-39f0c617568df46f,페리페라,lip,finish,glossy,0.8,글로이,,,
auradin-seed-39f0c617568df46f,페리페라,lip,texture,tint,0.9,틴트,,,
auradin-seed-3d1ea688aedf5cb5,페리페라,lip,texture,tint,0.9,틴트,,,
auradin-seed-98ffad867be4df2e,페리페라,lip,finish,velvet,0.9,벨벳,,,
auradin-seed-98ffad867be4df2e,페리페라,lip,texture,stick,0.7,에어리 벨벳,,,
auradin-seed-73a2f8247222f1d5,페리페라,lip,texture,tint,0.9,틴트,,,
auradin-seed-5ea2e10d8b204f40,페리페라,shadow,texture,palette,0.9,섀도우 팔레트,,,
auradin-seed-5a721b93aa72de4c,페리페라,shadow,texture,palette,0.9,팔레트,,,
auradin-seed-bbb234c64564b7e8,페리페라,shadow,texture,palette,0.9,팔레트,,,
auradin-seed-03cb6c48d42bf27c,페리페라,shadow,texture,stick,0.9,아이스틱,,,
auradin-seed-c1bf4a35b8eaf378,하트퍼센트,brow,texture,pencil,0.9,펜슬,,,
auradin-seed-a0fd1824ac0d5e9a,하트퍼센트,brow,texture,mascara,0.8,브로우카라,,,
auradin-seed-b522f16a85818d25,하트퍼센트,cheek,texture,tint,0.9,틴트,,,
auradin-seed-7e279120c5e18893,하트퍼센트,cheek,texture,balm,0.9,밤,,,
auradin-seed-f8197d67719fba8d,하트퍼센트,cheek,texture,stick,0.7,립앤치크,,,
auradin-seed-4b96783c68ac70cf,하트퍼센트,liner,texture,liner,0.9,아이라이너,,,
auradin-seed-9419330ffff487b8,하트퍼센트,liner,texture,pencil,0.9,펜슬,,,
auradin-seed-afe2826e80aad53f,하트퍼센트,liner,texture,liner,0.9,아이라이너,,,
auradin-seed-9d820414d4a0c57c,하트퍼센트,liner,texture,liner,0.9,아이라이너,,,
auradin-seed-3b175307c77b8a80,하트퍼센트,liner,texture,liner,0.9,아이라이너,,,
auradin-seed-ab7c4dcc29ffa31b,하트퍼센트,liner,texture,liner,0.9,아이라이너,,,
auradin-seed-4c618f9db3100c1b,하트퍼센트,lip,finish,glossy,0.8,글로우,,,
auradin-seed-4c618f9db3100c1b,하트퍼센트,lip,texture,tint,0.9,틴트,,,
auradin-seed-02d6cb87eaa0b564,하트퍼센트,lip,finish,matte,0.9,매트,,,
auradin-seed-02d6cb87eaa0b564,하트퍼센트,lip,texture,tint,0.9,틴트,,,
auradin-seed-909b0376715ba5ca,하트퍼센트,lip,finish,glossy,0.8,글로우,,,
auradin-seed-909b0376715ba5ca,하트퍼센트,lip,texture,tint,0.9,틴트,,,
auradin-seed-cd100755a57c192a,하트퍼센트,lip,finish,matte,0.9,매트,,,
auradin-seed-cd100755a57c192a,하트퍼센트,lip,texture,tint,0.9,틴트,,,
auradin-seed-7a37d937640a95d8,하트퍼센트,lip,finish,glossy,0.8,글로우,,,
auradin-seed-7a37d937640a95d8,하트퍼센트,lip,texture,tint,0.9,틴트,,,
auradin-seed-df122f5d011bcf27,하트퍼센트,lip,texture,lipstick,0.8,립,,,
auradin-seed-40a939583b4bf2d2,하트퍼센트,lip,texture,tint,0.9,틴트,,,
auradin-seed-c83b2f8e2523babd,하트퍼센트,shadow,texture,palette,0.9,팔레트,,,
auradin-seed-e30f45f3db707a59,하트퍼센트,shadow,finish,shimmer,0.8,펄 글리터,,,
auradin-seed-e30f45f3db707a59,하트퍼센트,shadow,texture,palette,0.9,팔레트,,,
auradin-seed-845d5a4880152cff,하트퍼센트,shadow,texture,palette,0.9,아이팔레트,,,
auradin-seed-845d5a4880152cff,하트퍼센트,shadow,undertone,cool,0.7,여쿨라,,,
auradin-seed-cdc05c8cacaecd17,하트퍼센트,shadow,texture,palette,0.9,팔레트,,,
